综合测试,#genre#
CCTV1129_2,http://218.92.37.174:9901/tsfile/live/1129_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1130_2,http://218.92.37.174:9901/tsfile/live/1130_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1131_2,http://218.92.37.174:9901/tsfile/live/1131_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1132_2,http://218.92.37.174:9901/tsfile/live/1132_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1133_2,http://218.92.37.174:9901/tsfile/live/1133_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1134_2,http://218.92.37.174:9901/tsfile/live/1134_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1135_2,http://218.92.37.174:9901/tsfile/live/1135_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1136_2,http://218.92.37.174:9901/tsfile/live/1136_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1137_2,http://218.92.37.174:9901/tsfile/live/1137_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1138_2,http://218.92.37.174:9901/tsfile/live/1138_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1139_2,http://218.92.37.174:9901/tsfile/live/1139_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1140_2,http://218.92.37.174:9901/tsfile/live/1140_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1141_2,http://218.92.37.174:9901/tsfile/live/1141_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1142_2,http://218.92.37.174:9901/tsfile/live/1142_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1143_2,http://218.92.37.174:9901/tsfile/live/1143_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1144_2,http://218.92.37.174:9901/tsfile/live/1144_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1145_2,http://218.92.37.174:9901/tsfile/live/1145_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1146_2,http://218.92.37.174:9901/tsfile/live/1146_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1147_2,http://218.92.37.174:9901/tsfile/live/1147_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1148_2,http://218.92.37.174:9901/tsfile/live/1148_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1149_2,http://218.92.37.174:9901/tsfile/live/1149_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1150_2,http://218.92.37.174:9901/tsfile/live/1150_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1151_2,http://218.92.37.174:9901/tsfile/live/1151_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1152_2,http://218.92.37.174:9901/tsfile/live/1152_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1153_2,http://218.92.37.174:9901/tsfile/live/1153_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1154_2,http://218.92.37.174:9901/tsfile/live/1154_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1155_2,http://218.92.37.174:9901/tsfile/live/1155_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1156_2,http://218.92.37.174:9901/tsfile/live/1156_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1157_2,http://218.92.37.174:9901/tsfile/live/1157_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1158_2,http://218.92.37.174:9901/tsfile/live/1158_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1159_2,http://218.92.37.174:9901/tsfile/live/1159_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1160_2,http://218.92.37.174:9901/tsfile/live/1160_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1161_2,http://218.92.37.174:9901/tsfile/live/1161_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1162_2,http://218.92.37.174:9901/tsfile/live/1162_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1163_2,http://218.92.37.174:9901/tsfile/live/1163_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1164_2,http://218.92.37.174:9901/tsfile/live/1164_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1165_2,http://218.92.37.174:9901/tsfile/live/1165_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1166_2,http://218.92.37.174:9901/tsfile/live/1166_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1167_2,http://218.92.37.174:9901/tsfile/live/1167_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1168_2,http://218.92.37.174:9901/tsfile/live/1168_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1169_2,http://218.92.37.174:9901/tsfile/live/1169_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1170_2,http://218.92.37.174:9901/tsfile/live/1170_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1171_2,http://218.92.37.174:9901/tsfile/live/1171_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1172_2,http://218.92.37.174:9901/tsfile/live/1172_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1173_2,http://218.92.37.174:9901/tsfile/live/1173_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1174_2,http://218.92.37.174:9901/tsfile/live/1174_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1175_2,http://218.92.37.174:9901/tsfile/live/1175_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1176_2,http://218.92.37.174:9901/tsfile/live/1176_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1177_2,http://218.92.37.174:9901/tsfile/live/1177_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1178_2,http://218.92.37.174:9901/tsfile/live/1178_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1179_2,http://218.92.37.174:9901/tsfile/live/1179_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1180_2,http://218.92.37.174:9901/tsfile/live/1180_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1181_2,http://218.92.37.174:9901/tsfile/live/1181_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1182_2,http://218.92.37.174:9901/tsfile/live/1182_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1183_2,http://218.92.37.174:9901/tsfile/live/1183_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1184_2,http://218.92.37.174:9901/tsfile/live/1184_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1185_2,http://218.92.37.174:9901/tsfile/live/1185_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1186_2,http://218.92.37.174:9901/tsfile/live/1186_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1187_2,http://218.92.37.174:9901/tsfile/live/1187_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1188_2,http://218.92.37.174:9901/tsfile/live/1188_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1189_2,http://218.92.37.174:9901/tsfile/live/1189_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1190_2,http://218.92.37.174:9901/tsfile/live/1190_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1191_2,http://218.92.37.174:9901/tsfile/live/1191_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1192_2,http://218.92.37.174:9901/tsfile/live/1192_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1193_2,http://218.92.37.174:9901/tsfile/live/1193_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1194_2,http://218.92.37.174:9901/tsfile/live/1194_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1195_2,http://218.92.37.174:9901/tsfile/live/1195_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1196_2,http://218.92.37.174:9901/tsfile/live/1196_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1197_2,http://218.92.37.174:9901/tsfile/live/1197_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1198_2,http://218.92.37.174:9901/tsfile/live/1198_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
CCTV1199_2,http://218.92.37.174:9901/tsfile/live/1199_2.m3u8?key=txiptv&playlive=1&authid=0$高清测试
🇨🇳央视测试,#genre#
CCTV-1,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226231/index.m3u8
CCTV-2,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/index.m3u8
CCTV-3,http://[2409:8087:7008:20::2]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
CCTV-4,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/index.m3u8
CCTV-5,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/index.m3u8
CCTV-5+,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/index.m3u8
CCTV-6,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/index.m3u8
CCTV-7,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/index.m3u8
CCTV-8,http://[2409:8087:7008:20::2]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
CCTV-9,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/index.m3u8
CCTV-10,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/index.m3u8
CCTV-11,http://[2409:8087:7008:20::2]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226240/index.m3u8
CCTV-12,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226190/index.m3u8
CCTV-13,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/index.m3u8
CCTV-14,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/index.m3u8
CCTV-15,http://[2409:8087:7008:20::2]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/index.m3u8
CCTV-16,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/index.m3u8
CCTV-17,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226198/index.m3u8

CCTV2,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV4,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV5,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5+,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV6,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV8,http://[2409:8087:7008:20::2]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV9,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV10,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV12,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226190/1.m3u8
CCTV13,http://[2409:8087:7008:20::8]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV16,http://[2409:8087:7008:20::c]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8

CCTV2,http://39.134.136.161:6610/000000001000/5000000011000031101/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031101
CCTV4,http://39.134.136.161:6610/000000001000/5000000011000031102/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031102
CCTV5,http://39.134.136.161:6610/000000001000/5000000010000016619/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000016619
CCTV5,http://39.134.136.161:6610/000000001000/reallive-cctv5/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=reallive-cctv5
CCTV7,http://39.134.136.161:6610/000000001000/5000000011000031104/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031104
CCTV9,http://39.134.136.161:6610/000000001000/5000000010000018384/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000018384

CCTV世界地理,http://[2409:8087:7008:20::c]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226947/1.m3u8
CCTV世界地理,http://[2409:8087:7008:20::c]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226947/index.m3u8
CCTV兵器科技,http://[2409:8087:7008:20::d]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226975/index.m3u8
CCTV央视台球,http://[2409:8087:7008:20::c]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226956/index.m3u8
CCTV央视台球,http://[2409:8087:7008:20::d]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226956/1.m3u8
CCTV央视台球,http://[2409:8087:7008:20::d]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226956/index.m3u8
CCTV女性时尚,http://[2409:8087:7008:20::c]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226969/1.m3u8
CCTV女性时尚,http://[2409:8087:7008:20::c]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226237/1.m3u8
CCTV怀旧剧场,http://[2409:8087:7008:20::c]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226972/1.m3u8
CCTV怀旧剧场,http://[2409:8087:7008:20::d]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
CCTV第一剧场,http://[2409:8087:7008:20::c]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226959/1.m3u8
CCTV第一剧场,http://[2409:8087:7008:20::d]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
CCTV风云剧场,http://[2409:8087:7008:20::c]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226950/index.m3u8
CCTV风云足球,http://[2409:8087:7008:20::c]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226984/index.m3u8
CCTV风云足球,http://[2409:8087:7008:20::c]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226984/1.m3u8
CCTV风云音乐,http://[2409:8087:7008:20::d]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
CCTV电视指南,http://[2409:8087:7008:20::a]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226987/index.m3u8

🇨🇳地方频道,#genre#
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江综合,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江影视,https://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
之江记录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8

兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-b316b550fd1f/index.m3u8
河北经济生活,http://60.8.75.178:9002/hls/19/index.m3u8
张家口一套,http://60.8.75.178:9002/hls/20/index.m3u8
张家口二套,http://60.8.75.178:9002/hls/21/index.m3u8
星光电影台,https://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
TVB星河台,https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8
TVB Live Show,https://edge6a.v2h-cdn.com/liveshow/liveshow.stream/playlist.m3u8
亚洲武侠,https://edge6a.v2h-cdn.com/asia_action/asia_action.stream/chunklist.m3u8
TVB娱乐新闻台,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
TVB Thai,https://edge6a.v2h-cdn.com/tvb_thai/tvb_thai.stream/playlist.m3u8
神州新闻台,https://edge6a.v2h-cdn.com/mainland/mainland.stream/chunklist.m3u8

环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
东森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
华语电视2,http://38.64.72.148:80/hls/modn/list/4002/chunklist1.m3u8
华语电视3,http://38.64.72.148:80/hls/modn/list/4003/chunklist1.m3u8
香港RTHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
香港RTHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
香港RTHK35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8

🇨🇳安徽-电信,#genre#
CCTV1,http://60.174.40.117:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://60.174.40.117:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://60.174.40.117:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://60.174.40.117:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://60.174.40.117:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://60.174.40.117:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://60.174.40.117:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://60.174.40.117:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://60.174.40.117:85/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://60.174.40.117:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://60.174.40.117:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://60.174.40.117:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://60.174.40.117:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://60.174.40.117:85/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://60.174.40.117:85/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0

广西卫视,http://60.174.40.117:85/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://60.174.40.117:85/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://60.174.40.117:85/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://60.174.40.117:85/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://60.174.40.117:85/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://60.174.40.117:85/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://60.174.40.117:85/tsfile/live/0129_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://60.174.40.117:85/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://60.174.40.117:85/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://60.174.40.117:85/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视http://60.174.40.117:85/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://60.174.40.117:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://60.174.40.117:85/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://60.174.40.117:85/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://60.174.40.117:85/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://60.174.40.117:85/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://60.174.40.117:85/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://60.174.40.117:85/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://60.174.40.117:85/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://60.174.40.117:85/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://60.174.40.117:85/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://60.174.40.117:85/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://60.174.40.117:85/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://60.174.40.117:85/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://60.174.40.117:85/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://60.174.40.117:85/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
轮播,http://60.174.40.117:85/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
池州新闻综合,http://60.174.40.117:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
池州文教生活,http://60.174.40.117:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
安徽农业科教,http://60.174.40.117:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
安徽公共,http://60.174.40.117:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0

🇨🇳河北联通,#genre#
CCTV1,http://60.8.75.178:9002/hls/1/index.m3u8
CCTV2,http://60.8.75.178:9002/hls/2/index.m3u8
CCTV3,http://60.8.75.178:9002/hls/3/index.m3u8
CCTV4,http://60.8.75.178:9002/hls/4/index.m3u8
CCTV5,http://60.8.75.178:9002/hls/7/index.m3u8
CCTV6,http://60.8.75.178:9002/hls/6/index.m3u8
CCTV7,http://60.8.75.178:9002/hls/9/index.m3u8
CCTV8,http://60.8.75.178:9002/hls/8/index.m3u8
CCTV9,http://60.8.75.178:9002/hls/51/index.m3u8
CCTV10,http://60.8.75.178:9002/hls/10/index.m3u8
CCTV11,http://60.8.75.178:9002/hls/11/index.m3u8
CCTV12,http://60.8.75.178:9002/hls/12/index.m3u8
CCTV13,http://60.8.75.178:9002/hls/13/index.m3u8
CCTV14,http://60.8.75.178:9002/hls/14/index.m3u8
CCTV15,http://60.8.75.178:9002/hls/15/index.m3u8
CCTV5+,http://60.8.75.178:9002/hls/17/index.m3u8
CCTV5+,http://111.61.208.131:9019/hls/101/index.m3u8
CGTN,http://60.8.75.178:9002/hls/16/index.m3u8

河北卫视,http://60.8.75.178:9002/hls/18/index.m3u8
北京卫视,http://60.8.75.178:9002/hls/22/index.m3u8
天津卫视,http://60.8.75.178:9002/hls/23/index.m3u8
浙江卫视,http://60.8.75.178:9002/hls/26/index.m3u8
江苏卫视,http://60.8.75.178:9002/hls/27/index.m3u8
安徽卫视,http://60.8.75.178:9002/hls/28/index.m3u8
东南卫视,http://60.8.75.178:9002/hls/29/index.m3u8
湖南卫视,http://60.8.75.178:9002/hls/30/index.m3u8
辽宁卫视,http://60.8.75.178:9002/hls/31/index.m3u8
山东卫视,http://60.8.75.178:9002/hls/32/index.m3u8
云南卫视,http://60.8.75.178:9002/hls/33/index.m3u8
河南卫视,http://60.8.75.178:9002/hls/34/index.m3u8
黑龙江卫视,http://60.8.75.178:9002/hls/35/index.m3u8
四川卫视,http://60.8.75.178:9002/hls/36/index.m3u8
江西卫视,http://60.8.75.178:9002/hls/37/index.m3u8
贵州卫视,http://60.8.75.178:9002/hls/38/index.m3u8
深圳卫视,http://60.8.75.178:9002/hls/39/index.m3u8
湖北卫视,http://60.8.75.178:9002/hls/40/index.m3u8
东方卫视,http://60.8.75.178:9002/hls/41/index.m3u8
重庆卫视,http://60.8.75.178:9002/hls/42/index.m3u8

🇨🇳四川移动,#genre#
CCTV1-综合,http://111.9.163.109:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://111.9.163.109:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://111.9.163.109:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://111.9.163.109:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://111.9.163.109:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://111.9.163.109:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://111.9.163.109:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
